Name,total_return
ALGN,1.496856686201384
BA,1.1229418221734333
NVDA,0.9503878612224022
PYPL,0.902113739305485
NFLX,0.8767113570263159
ABBV,0.8733718054410551
WYNN,0.8276643990929715
VRTX,0.7807137954701437
AMZN,0.7542221781982092
ATVI,0.7282906195571022
